 -3.5318591E-03 -4.9646774E-04  3.1415927E+01  2.6179939E+00 -3.5318591E-03 -4.9646774E-04  7.0000003E-03
  2.6101271E-03  3.5854691E-04  3.1415927E+01  2.6179939E+00  2.6101271E-03  3.5854691E-04  8.0000004E-03
 -3.4658460E-03 -4.9088037E-04  3.1415927E+01  2.6179939E+00 -3.4658460E-03 -4.9088037E-04  8.0000004E-03
  2.5746708E-03  3.4571201E-04  3.1415927E+01  2.6179939E+00  2.5746708E-03  3.4571201E-04  9.0000004E-03
 -3.3997383E-03 -4.8434004E-04  3.1415927E+01  2.6179939E+00 -3.3997383E-03 -4.8434004E-04  9.0000004E-03
  2.5386384E-03  3.3266794E-04  3.1415927E+01  2.6179939E+00  2.5386384E-03  3.3266794E-04  1.0000000E-02
 -3.3335698E-03 -4.7694568E-04  3.1415927E+01  2.6179939E+00 -3.3335698E-03 -4.7694568E-04  1.0000000E-02
  2.5019450E-03  3.1946507E-04  3.1415927E+01  2.6179939E+00  2.5019450E-03  3.1946507E-04  1.1000001E-02
 -3.2673497E-03 -4.6879869E-04  3.1415927E+01  2.6179939E+00 -3.2673497E-03 -4.6879869E-04  1.1000001E-02
  2.4645056E-03  3.0614929E-04  3.1415927E+01  2.6179939E+00  2.4645056E-03  3.0614929E-04  1.2000001E-02
 -3.2010646E-03 -4.5999830E-04  3.1415927E+01  2.6179939E+00 -3.2010646E-03 -4.5999830E-04  1.2000001E-02
  2.4262352E-03  2.9276225E-04  3.1415927E+01  2.6179939E+00  2.4262352E-03  2.9276225E-04  1.3000001E-02
 -3.1346813E-03 -4.5063833E-04  3.1415927E+01  2.6179939E+00 -3.1346813E-03 -4.5063833E-04  1.3000001E-02
  2.3870483E-03  2.7934174E-04  3.1415927E+01  2.6179939E+00  2.3870483E-03  2.7934174E-04  1.4000001E-02
 -3.0681493E-03 -4.4080519E-04  3.1415927E+01  2.6179939E+00 -3.0681493E-03 -4.4080519E-04  1.4000001E-02
  2.3468582E-03  2.6592192E-04  3.1415927E+01  2.6179939E+00  2.3468582E-03  2.6592192E-04  1.5000001E-02
 -3.0014036E-03 -4.3057690E-04  3.1415927E+01  2.6179939E+00 -3.0014036E-03 -4.3057690E-04  1.5000001E-02
  2.3055767E-03  2.5253356E-04  3.1415927E+01  2.6179939E+00  2.3055767E-03  2.5253356E-04  1.6000001E-02
 -2.9343662E-03 -4.2002282E-04  3.1415927E+01  2.6179939E+00 -2.9343662E-03 -4.2002282E-04  1.6000001E-02
  2.2631126E-03  2.3920425E-04  3.1415927E+01  2.6179939E+00  2.2631126E-03  2.3920425E-04  1.7000001E-02
 -2.8669478E-03 -4.0920381E-04  3.1415927E+01  2.6179939E+00 -2.8669478E-03 -4.0920381E-04  1.7000001E-02
  2.2193710E-03  2.2595850E-04  3.1415927E+01  2.6179939E+00  2.2193710E-03  2.2595850E-04  1.8000001E-02
 -2.7990485E-03 -3.9817276E-04  3.1415927E+01  2.6179939E+00 -2.7990485E-03 -3.9817276E-04  1.8000001E-02
  2.1742518E-03  2.1281797E-04  3.1415927E+01  2.6179939E+00  2.1742518E-03  2.1281797E-04  1.9000001E-02
 -2.7305580E-03 -3.8697512E-04  3.1415927E+01  2.6179939E+00 -2.7305580E-03 -3.8697512E-04  1.9000001E-02
  2.1276482E-03  1.9980146E-04  3.1415927E+01  2.6179939E+00  2.1276482E-03  1.9980146E-04  2.0000001E-02
 -2.6613555E-03 -3.7564965E-04  3.1415927E+01  2.6179939E+00 -2.6613555E-03 -3.7564965E-04  2.0000001E-02
  2.0794445E-03  1.8692504E-04  3.1415927E+01  2.6179939E+00  2.0794445E-03  1.8692504E-04  2.1000001E-02
 -2.5913084E-03 -3.6422898E-04  3.1415927E+01  2.6179939E+00 -2.5913084E-03 -3.6422898E-04  2.1000001E-02
  2.0295145E-03  1.7420210E-04  3.1415927E+01  2.6179939E+00  2.0295145E-03  1.7420210E-04  2.2000001E-02
 -2.5202712E-03 -3.5274023E-04  3.1415927E+01  2.6179939E+00 -2.5202712E-03 -3.5274023E-04  2.2000001E-02
  1.9777177E-03  1.6164332E-04  3.1415927E+01  2.6179939E+00  1.9777177E-03  1.6164332E-04  2.3000001E-02
 -2.4480834E-03 -3.4120551E-04  3.1415927E+01  2.6179939E+00 -2.4480834E-03 -3.4120551E-04  2.3000001E-02
  1.9238969E-03  1.4925670E-04  3.1415927E+01  2.6179939E+00  1.9238969E-03  1.4925670E-04  2.4000001E-02
 -2.3745663E-03 -3.2964232E-04  3.1415927E+01  2.6179939E+00 -2.3745663E-03 -3.2964232E-04  2.4000001E-02
  1.8678732E-03  1.3704743E-04  3.1415927E+01  2.6179939E+00  1.8678732E-03  1.3704743E-04  2.5000001E-02
 -2.2995193E-03 -3.1806387E-04  3.1415927E+01  2.6179939E+00 -2.2995193E-03 -3.1806387E-04  2.5000001E-02
  1.8094411E-03  1.2501786E-04  3.1415927E+01  2.6179939E+00  1.8094411E-03  1.2501786E-04  2.6000001E-02
 -2.2227151E-03 -3.0647931E-04  3.1415927E+01  2.6179939E+00 -2.2227151E-03 -3.0647931E-04  2.6000001E-02
  1.7483607E-03  1.1316722E-04  3.1415927E+01  2.6179939E+00  1.7483607E-03  1.1316722E-04  2.7000001E-02
 -2.1438921E-03 -2.9489375E-04  3.1415927E+01  2.6179939E+00 -2.1438921E-03 -2.9489375E-04  2.7000001E-02
  1.6843493E-03  1.0149136E-04  3.1415927E+01  2.6179939E+00  1.6843493E-03  1.0149136E-04  2.8000001E-02
 -2.0627461E-03 -2.8330821E-04  3.1415927E+01  2.6179939E+00 -2.0627461E-03 -2.8330821E-04  2.8000001E-02
  1.6170675E-03  8.9982323E-05  3.1415927E+01  2.6179939E+00  1.6170675E-03  8.9982323E-05  2.9000001E-02
 -1.9789172E-03 -2.7171937E-04  3.1415927E+01  2.6179939E+00 -1.9789172E-03 -2.7171937E-04  2.9000001E-02
  1.5461023E-03  7.8627655E-05  3.1415927E+01  2.6179939E+00  1.5461023E-03  7.8627655E-05  3.0000001E-02
 -1.8919718E-03 -2.6011907E-04  3.1415927E+01  2.6179939E+00 -1.8919718E-03 -2.6011907E-04  3.0000001E-02
  1.4709411E-03  6.7409478E-05  3.1415927E+01  2.6179939E+00  1.4709411E-03  6.7409478E-05  3.1000001E-02
 -1.8013780E-03 -2.4849345E-04  3.1415927E+01  2.6179939E+00 -1.8013780E-03 -2.4849345E-04  3.1000001E-02
  1.3909336E-03  5.6303059E-05  3.1415927E+01  2.6179939E+00  1.3909336E-03  5.6303059E-05  3.2000002E-02
 -1.7064668E-03 -2.3682166E-04  3.1415927E+01  2.6179939E+00 -1.7064668E-03 -2.3682166E-04  3.2000002E-02
  1.3052332E-03  4.5274656E-05  3.1415927E+01  2.6179939E+00  1.3052332E-03  4.5274656E-05  3.3000002E-02
 -1.6063736E-03 -2.2507377E-04  3.1415927E+01  2.6179939E+00 -1.6063736E-03 -2.2507377E-04  3.3000002E-02
  1.2127014E-03  3.4278213E-05  3.1415927E+01  2.6179939E+00  1.2127014E-03  3.4278213E-05  3.4000002E-02
 -1.4999430E-03 -2.1320752E-04  3.1415927E+01  2.6179939E+00 -1.4999430E-03 -2.1320752E-04  3.4000002E-02
  1.1117428E-03  2.3250111E-05  3.1415927E+01  2.6179939E+00  1.1117428E-03  2.3250111E-05  3.5000002E-02
 -1.3855632E-03 -2.0116314E-04  3.1415927E+01  2.6179939E+00 -1.3855632E-03 -2.0116314E-04  3.5000002E-02
  9.9999582E-04  1.2100714E-05  3.1415927E+01  2.6179939E+00  9.9999582E-04  1.2100714E-05  3.6000002E-02
 -1.2608574E-03 -1.8885492E-04  3.1415927E+01  2.6179939E+00 -1.2608574E-03 -1.8885492E-04  3.6000002E-02
  8.7368909E-04  7.0101963E-07  3.1415927E+01  2.6179939E+00  8.7368909E-04  7.0101963E-07  3.7000002E-02
 -1.1220396E-03 -1.7615788E-04  3.1415927E+01  2.6179939E+00 -1.1220396E-03 -1.7615788E-04  3.7000002E-02
  7.2606841E-04 -1.1133292E-05  3.1415927E+01  2.6179939E+00  7.2606841E-04 -1.1133292E-05  3.8000002E-02
 -9.6234190E-04 -1.6289187E-04  3.1415927E+01  2.6179939E+00 -9.6234190E-04 -1.6289187E-04  3.8000002E-02
  5.4242367E-04 -2.3595216E-05  3.1415927E+01  2.6179939E+00  5.4242367E-04 -2.3595216E-05  3.9000002E-02
 -7.6704110E-04 -1.4886822E-04  3.1415927E+01  2.6179939E+00 -7.6704110E-04 -1.4886822E-04  3.9000002E-02
  2.7262197E-04 -3.5103924E-05  3.1415927E+01  2.6179939E+00  2.7262197E-04 -3.5103924E-05  4.0000002E-02
 -4.8599203E-04 -1.3567223E-04  3.1415927E+01  2.6179939E+00 -4.8599203E-04 -1.3567223E-04  4.0000002E-02
# -9.6561554E-05 -4.6311204E-04  3.1415927E+01  2.6179939E+00 -9.6561554E-05 -4.6311204E-04  4.1000000E-02
# -9.6561554E-05 -4.6311204E-04  3.1415927E+01  2.6179939E+00 -9.6561554E-05 -4.6311204E-04  4.1000000E-02
