  2.8830885E-03  4.4594081E-04  3.1415927E+01  2.6179939E+00  2.8830885E-03  4.4594081E-04  0.0000000E+00
 -3.9839281E-03 -5.0395236E-04  3.1415927E+01  2.6179939E+00 -3.9839281E-03 -5.0395236E-04  0.0000000E+00
  2.8492574E-03  4.3721824E-04  3.1415927E+01  2.6179939E+00  2.8492574E-03  4.3721824E-04  1.0000000E-03
 -3.9212100E-03 -5.0632595E-04  3.1415927E+01  2.6179939E+00 -3.9212100E-03 -5.0632595E-04  1.0000000E-03
  2.8154954E-03  4.2769555E-04  3.1415927E+01  2.6179939E+00  2.8154954E-03  4.2769555E-04  2.0000001E-03
 -3.8576783E-03 -5.0761292E-04  3.1415927E+01  2.6179939E+00 -3.8576783E-03 -5.0761292E-04  2.0000001E-03
  2.7817310E-03  4.1746390E-04  3.1415927E+01  2.6179939E+00  2.7817310E-03  4.1746390E-04  3.0000001E-03
 -3.7934416E-03 -5.0774699E-04  3.1415927E+01  2.6179939E+00 -3.7934416E-03 -5.0774699E-04  3.0000001E-03
  2.7478887E-03  4.0661054E-04  3.1415927E+01  2.6179939E+00  2.7478887E-03  4.0661054E-04  4.0000002E-03
 -3.7286209E-03 -5.0669037E-04  3.1415927E+01  2.6179939E+00 -3.7286209E-03 -5.0669037E-04  4.0000002E-03
  2.7138894E-03  3.9521788E-04  3.1415927E+01  2.6179939E+00  2.7138894E-03  3.9521788E-04  5.0000002E-03
 -3.6633404E-03 -5.0443688E-04  3.1415927E+01  2.6179939E+00 -3.6633404E-03 -5.0443688E-04  5.0000002E-03
  2.6796518E-03  3.8336300E-04  3.1415927E+01  2.6179939E+00  2.6796518E-03  3.8336300E-04  6.0000003E-03
 -3.5977184E-03 -5.0101165E-04  3.1415927E+01  2.6179939E+00 -3.5977184E-03 -5.0101165E-04  6.0000003E-03
  2.6450925E-03  3.7111738E-04  3.1415927E+01  2.6179939E+00  2.6450925E-03  3.7111738E-04  7.0000003E-03
