 -1.2890929E-04  5.7254251E-04  3.1415927E+01  2.6179939E+00 -1.2890929E-04  5.7254251E-04  4.2000000E-02
 -1.2890929E-04  5.7254251E-04  3.1415927E+01  2.6179939E+00 -1.2890929E-04  5.7254251E-04  4.2000000E-02
 -1.3855181E-04  7.6541251E-04  3.1415927E+01  2.6179939E+00 -1.3855181E-04  7.6541251E-04  4.3000000E-02
 -1.3855181E-04  7.6541251E-04  3.1415927E+01  2.6179939E+00 -1.3855181E-04  7.6541251E-04  4.3000000E-02
 -1.4395900E-04  9.2295747E-04  3.1415927E+01  2.6179939E+00 -1.4395900E-04  9.2295747E-04  4.4000000E-02
 -1.4395900E-04  9.2295747E-04  3.1415927E+01  2.6179939E+00 -1.4395900E-04  9.2295747E-04  4.4000000E-02
 -1.4710590E-04  1.0598429E-03  3.1415927E+01  2.6179939E+00 -1.4710590E-04  1.0598429E-03  4.5000000E-02
 -1.4710590E-04  1.0598429E-03  3.1415927E+01  2.6179939E+00 -1.4710590E-04  1.0598429E-03  4.5000000E-02
 -1.4880439E-04  1.1827819E-03  3.1415927E+01  2.6179939E+00 -1.4880439E-04  1.1827819E-03  4.6000000E-02
 -1.4880439E-04  1.1827819E-03  3.1415927E+01  2.6179939E+00 -1.4880439E-04  1.1827819E-03  4.6000000E-02
 -1.4948349E-04  1.2955119E-03  3.1415927E+01  2.6179939E+00 -1.4948349E-04  1.2955119E-03  4.7000000E-02
 -1.4948349E-04  1.2955119E-03  3.1415927E+01  2.6179939E+00 -1.4948349E-04  1.2955119E-03  4.7000000E-02
 -1.4940414E-04  1.4003663E-03  3.1415927E+01  2.6179939E+00 -1.4940414E-04  1.4003663E-03  4.8000000E-02
 -1.4940414E-04  1.4003663E-03  3.1415927E+01  2.6179939E+00 -1.4940414E-04  1.4003663E-03  4.8000000E-02
 -1.4874016E-04  1.4989165E-03  3.1415927E+01  2.6179939E+00 -1.4874016E-04  1.4989165E-03  4.9000000E-02
 -1.4874016E-04  1.4989165E-03  3.1415927E+01  2.6179939E+00 -1.4874016E-04  1.4989165E-03  4.9000000E-02
 -1.4761490E-04  1.5922798E-03  3.1415927E+01  2.6179939E+00 -1.4761490E-04  1.5922798E-03  5.0000000E-02
 -1.4761490E-04  1.5922798E-03  3.1415927E+01  2.6179939E+00 -1.4761490E-04  1.5922798E-03  5.0000000E-02
 -1.4612007E-04  1.6812838E-03  3.1415927E+01  2.6179939E+00 -1.4612007E-04  1.6812838E-03  5.1000000E-02
 -1.4612007E-04  1.6812838E-03  3.1415927E+01  2.6179939E+00 -1.4612007E-04  1.6812838E-03  5.1000000E-02
 -1.4432633E-04  1.7665611E-03  3.1415927E+01  2.6179939E+00 -1.4432633E-04  1.7665611E-03  5.2000000E-02
 -1.4432633E-04  1.7665611E-03  3.1415927E+01  2.6179939E+00 -1.4432633E-04  1.7665611E-03  5.2000000E-02
 -1.4228964E-04  1.8486078E-03  3.1415927E+01  2.6179939E+00 -1.4228964E-04  1.8486078E-03  5.3000000E-02
 -1.4228964E-04  1.8486078E-03  3.1415927E+01  2.6179939E+00 -1.4228964E-04  1.8486078E-03  5.3000000E-02
